Mã CK,Tên công ty,Ngành cấp 1,Ngành cấp 2,Ngành cấp 3,Sàn,Ngày GDĐT,Khối lượng NY/ĐKGD
SP2,CTCP Thủy điện Sử Pán 2,Tiện ích,"Phát, truyền tải và phân phối điện năng",Phát điện,UPCoM,30/09/2016,"15,246,000"
SPA,CTCP Bao bì Sài Gòn,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm nhựa,UPCoM,28/12/2016,"8,500,000"
SPB,CTCP Sợi Phú Bài,Sản xuất,"Sản xuất sợi, vải","Sản xuất sợi, vải thành phẩm",UPCoM,17/10/2016,"9,500,000"
SPD,CTCP Xuất nhập khẩu Thủy sản Miền Trung,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,UPCoM,22/04/2010,"12,000,000"
SPH,CTCP Xuất nhập khẩu Thủy sản Hà Nội,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,UPCoM,20/05/2014,"10,000,000"
SPP,CTCP Bao bì Nhựa Sài Gòn,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm nhựa,UPCoM,29/05/2020,"25,120,000"
SPV,CTCP Thủy Đặc sản,Sản xuất,Sản xuất thực phẩm,Sản xuất các loại thực phẩm khác,UPCoM,14/02/2017,"10,800,000"
SQC,CTCP Khoáng sản Sài Gòn - Quy Nhơn,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khai thác quặng kim loại,UPCoM,26/05/2016,"110,000,000"
SRB,CTCP Tập đoàn Sara,Dịch vụ giáo dục,Dịch vụ giáo dục,"Cao đẳng, đại học và các trường trung cấp chuyên nghiệp",UPCoM,26/05/2016,"8,500,000"
SRT,CTCP Vận tải Đường sắt Sài Gòn,Vận tải và kho bãi,Vận tải đường sắt,Vận tải đường sắt đường dài,UPCoM,25/11/2016,"50,310,000"
SSF,CTCP Giáo dục G Sài Gòn,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất phụ kiện và các sản phẩm may mặc khác,UPCoM,20/04/2010,"3,200,000"
SSG,CTCP Vận tải biển Hải Âu,Vận tải và kho bãi,Vận tải đường thủy,"Vận tải đường biển, ven biển, hồ lớn",UPCoM,5/1/2011,"5,000,000"
SSH,CTCP Phát triển Sunshine Homes,Xây dựng và Bất động sản,Phát triển bất động sản,Phát triển bất động sản,UPCoM,4/8/2021,"250,000,000"
SSN,CTCP Xuất nhập khẩu Thủy sản Sài Gòn,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,UPCoM,15/10/2013,"39,600,000"
SSU,CTCP Môi trường Đô thị Sóc Sơn,Tiện ích,"Nước, chất thải và các hệ thống khác",Công trình xử lý nước thải,UPCoM,19/12/2016,"2,500,000"
STH,CTCP Phát hành Sách Thái Nguyên,Bán lẻ,Bán lẻ hàng hóa khác,"Cửa hàng dụng cụ, văn phòng phẩm và quà tặng",UPCoM,17/03/2020,"19,500,000"
STL,CTCP Sông Đà Thăng Long,Xây dựng và Bất động sản,Bất động sản,Đại lý và môi giới bất động sản,UPCoM,12/11/2013,"15,000,000"
STS,CTCP Dịch vụ Vận tải Sài Gòn,Vận tải và kho bãi,Hỗ trợ vận tải,Hoạt động hỗ trợ vận tải đường bộ,UPCoM,30/03/2010,"2,768,221"
STT,CTCP Vận chuyển Sài Gòn Tourist,Vận tải và kho bãi,Vận chuyển du lịch,Vận chuyển du lịch bằng đường bộ,UPCoM,13/07/2018,"8,000,000"
STW,CTCP Cấp nước Sóc Trăng,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,6/7/2018,"15,863,133"
SVG,CTCP Hơi Kỹ nghệ Que hàn,Sản xuất,Sản xuất khác,Sản xuất khác,UPCoM,6/4/2016,"29,350,000"
SVH,CTCP Thủy điện Sông Vàng,Tiện ích,"Phát, truyền tải và phân phối điện năng",Phát điện,UPCoM,28/12/2017,"14,820,662"
SVL,CTCP Nhân lực Quốc tế Sovilaco,Hành chính công,Quản lý các chương trình nguồn nhân lực,"Quản lý chương trình nguồn nhân lực (trừ giáo dục, y tế công cộng và thương binh xã hội)",UPCoM,24/08/2017,"3,270,858"
SWC,Tổng Công ty cổ phần Đường sông Miền Nam,Vận tải và kho bãi,Vận tải đường thủy,"Vận tải đường biển, ven biển, hồ lớn",UPCoM,29/04/2011,"67,100,000"
SZE,CTCP Môi trường Sonadezi,"Dịch vụ hỗ trợ (hành chính, du lịch, an ninh, kiểm định…) và xử lý rác thải",Dịch vụ quản lý và tái chế chất thải,Xử lý và tiêu hủy chất thải,UPCoM,9/12/2016,"30,000,000"
SZG,CTCP Sonadezi Giang Điền,Xây dựng và Bất động sản,Bất động sản,Cho thuê bất động sản,UPCoM,27/12/2021,"54,898,000"
T12,CTCP Thương mại Dịch vụ Tràng Thi,Bán buôn,Bán buôn hàng lâu bền,"Bán buôn các mặt hàng điện, điện tử",UPCoM,6/11/2017,"54,000,000"
TA3,CTCP Đầu tư và Xây lắp Thành An 386,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,Xây dựng công nghiệp nặng và dân dụng khác,UPCoM,5/1/2018,"2,309,908"
TA6,CTCP Đầu tư và Xây lắp Thành An 665,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,Xây dựng công nghiệp nặng và dân dụng khác,UPCoM,28/11/2017,"3,000,000"
TAG,CTCP Thế Giới Số Trần Anh,Bán lẻ,Cửa hàng thiết bị điện tử gia đình,"Cửa hàng dụng cụ, tivi và các đồ điện tử khác",UPCoM,23/11/2018,"24,914,991"
TAN,CTCP Cà phê Thuận An,Sản xuất nông nghiệp,Trồng trọt,Trồng trọt cây có hạt và các loại trái cây,UPCoM,10/6/2019,"1,613,690"
TAP,CTCP Đô thị Tân An,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,7/9/2016,"1,416,700"
TAW,CTCP Cấp nước Trung An,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,29/07/2016,"5,000,000"
TB8,CTCP Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,Sản xuất,"Sản xuất thiết bị, máy móc",Sản xuất máy móc với mục đích chung khác,UPCoM,30/12/2016,"1,250,000"
TBD,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,Sản xuất,"Sản xuất trang thiết bị, dụng cụ điện",Sản xuất thiết bị điện,UPCoM,15/10/2014,"32,486,392"
TBH,CTCP Tổng Bách Hóa,Xây dựng và Bất động sản,Bất động sản,Cho thuê bất động sản,UPCoM,13/08/2021,"93,117,800"
TBT,CTCP Xây dựng Công trình Giao thông Bến Tre,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,"Xây dựng cầu đường, đường cao tốc",UPCoM,1/3/2010,"1,656,470"
TCI,CTCP Chứng khoán Thành Công,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,UPCoM,5/9/2018,"100,979,982"
TCJ,CTCP Tô Châu,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,UPCoM,24/11/2017,"10,000,000"
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,Sản xuất,"Sản xuất thiết bị, máy móc",Sản xuất máy móc cơ khí,UPCoM,27/10/2017,"23,850,000"
TCW,CTCP Kho Vận Tân Cảng,Vận tải và kho bãi,Hỗ trợ vận tải,Sắp xếp vận tải hàng hóa,UPCoM,26/06/2017,"19,991,020"
TDB,CTCP Thủy điện Định Bình,Tiện ích,"Phát, truyền tải và phân phối điện năng",Phát điện,UPCoM,19/07/2017,"8,230,000"
TDF,CTCP Trung Đô,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,UPCoM,12/5/2020,"30,000,000"
TDS,CTCP Thép Thủ Đức - VNSTEEL,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,Sản xuất sản phẩm thép từ nguyên liệu thu mua,UPCoM,6/10/2011,"12,225,393"
TEC,CTCP TRAENCO,Dịch vụ khác (ngoại trừ hành chính công),"Tổ chức tôn giáo, từ thiện, dân sự, nghề nghiệp và các tổ chức tương tự","Hiệp hội kinh doanh, nghề nghiệp, lao động, chính trị và các tổ chức tương tự",UPCoM,24/04/2017,"1,660,340"
TEL,CTCP Phát triển Công trình Viễn thông,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,Xây dựng hệ thống tiện ích,UPCoM,26/09/2017,"5,000,000"
TGP,CTCP Trường Phú,Công nghệ và thông tin,Viễn thông,Các loại hình viễn thông khác,UPCoM,24/06/2009,"10,000,000"
TH1,CTCP Xuất nhập khẩu tổng hợp 1 Việt Nam,Bán buôn,Bán buôn hàng tiêu dùng,Bán buôn sản phẩm nuôi trồng thô,UPCoM,27/04/2018,"13,539,267"
THN,CTCP Cấp nước Thanh Hóa,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,5/10/2017,"32,995,411"
THP,CTCP Thủy sản và Thương mại Thuận Phước,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,UPCoM,18/11/2019,"21,611,185"
THU,CTCP Môi trường và Công trình Đô thị Thanh Hóa,Tiện ích,"Nước, chất thải và các hệ thống khác",Công trình xử lý nước thải,UPCoM,6/6/2017,"3,297,790"
THW,CTCP Cấp nước Tân Hòa,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,1/3/2016,"5,000,000"
TID,CTCP Tổng Công ty Tín Nghĩa,Sản xuất,Sản xuất thực phẩm,Sản xuất các loại thực phẩm khác,UPCoM,12/12/2018,"200,000,000"
TIE,CTCP TIE,Bán buôn,Bán buôn hàng lâu bền,"Bán buôn các mặt hàng điện, điện tử",UPCoM,9/8/2019,"9,569,900"
TIN,Công Ty Tài chính Cổ phần Tín Việt,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,UPCoM,28/12/2021,"68,787,214"
TIS,CTCP Gang thép Thái Nguyên,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,Sản xuất sản phẩm thép từ nguyên liệu thu mua,UPCoM,24/03/2011,"184,000,000"
TKA,CTCP Bao bì Tân Khánh An,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm nhựa,UPCoM,3/6/2020,"3,800,000"
TKG,CTCP Sản xuất và Thương mại Tùng Khánh,Sản xuất,Sản xuất khác,Sản xuất khác,UPCoM,9/4/2021,"5,093,000"
TL4,Tổng Công ty cổ phần Xây dựng Thủy Lợi 4,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",Xây dựng công trình khác,UPCoM,4/2/2015,"16,008,338"
TLI,CTCP May Quốc tế Thắng Lợi,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất sản phẩm may mặc công nghiệp,UPCoM,25/01/2019,"3,000,000"
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Bán lẻ,Trạm xăng,Các trạm xăng khác,UPCoM,8/12/2017,"236,600,000"
TLT,CTCP Viglacera Thăng Long,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,UPCoM,19/06/2013,"6,989,800"
TMG,CTCP Kim loại màu Thái Nguyên - Vimico,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khai thác quặng kim loại,UPCoM,7/2/2017,"18,000,000"
TMW,CTCP Tổng hợp Gỗ Tân Mai,Sản xuất,Sản xuất các sản phẩm gỗ,Sản xuất các sản phẩm gỗ khác,UPCoM,23/12/2009,"4,662,350"
TNB,CTCP Thép Nhà Bè - VNSTEEL,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,"Sản xuất sắt, thép và hợp kim fero",UPCoM,16/04/2010,"11,500,000"
TNM,CTCP Xuất nhập khẩu và Xây dựng Công trình,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,"Xây dựng cầu đường, đường cao tốc",UPCoM,27/10/2009,"5,800,000"
TNP,CTCP Cảng Thị Nại,Vận tải và kho bãi,Hỗ trợ vận tải,Các hoạt động hỗ trợ vận tải khác,UPCoM,23/12/2016,"7,100,000"
TNS,CTCP Thép tấm lá Thống Nhất,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,Sản xuất sản phẩm thép từ nguyên liệu thu mua,UPCoM,6/1/2017,"20,000,000"
TNW,CTCP Nước sạch Thái Nguyên,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,26/05/2017,"16,000,000"
TOP,CTCP Phân phối Top One,Bán buôn,Bán buôn hàng tiêu dùng,"Bán buôn thực phẩm, tạp hóa và các sản phẩm có liên quan",UPCoM,23/07/2015,"25,350,000"
TOS,CTCP Dịch vụ biển Tân Cảng,Vận tải và kho bãi,Hỗ trợ vận tải,Hoạt động hỗ trợ vận tải đường thủy,UPCoM,8/9/2021,"26,500,000"
TOW,CTCP Cấp nước Trà Nóc - Ô Môn,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,25/01/2019,"7,978,150"
TPS,CTCP Bến Bãi Vận tải Sài Gòn,Vận tải và kho bãi,Hỗ trợ vận tải,Hoạt động hỗ trợ vận tải đường bộ,UPCoM,1/12/2015,"5,000,000"
TQN,CTCP Thông Quảng Ninh,Sản xuất,Sản xuất các sản phẩm gỗ,Sản xuất các sản phẩm gỗ khác,UPCoM,8/2/2017,"3,600,000"
TQW,CTCP Cấp thoát nước Tuyên Quang,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,14/06/2019,"8,933,200"
TR1,CTCP Vận tải 1 Traco,Vận tải và kho bãi,Hỗ trợ vận tải,Các hoạt động hỗ trợ vận tải khác,UPCoM,24/08/2020,"4,592,490"
TRS,CTCP Vận tải và Dịch vụ Hàng hải,Vận tải và kho bãi,Vận tải đường thủy,"Vận tải đường biển, ven biển, hồ lớn",UPCoM,18/09/2015,"3,956,769"
TRT,CTCP RedstarCera,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,UPCoM,16/03/2017,"11,000,000"
TS3,CTCP Trường Sơn 532,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc","Xây dựng nhà ở, khu dân cư, cao ốc",UPCoM,19/01/2018,"3,851,880"
TS4,CTCP Thủy sản Số 4,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,UPCoM,24/09/2021,"16,160,646"
TS5,CTCP Trường Sơn 145,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,"Xây dựng cầu đường, đường cao tốc",UPCoM,19/01/2018,"314,122"
TSD,CTCP Du lịch Trường Sơn COECCO,"Dịch vụ hỗ trợ (hành chính, du lịch, an ninh, kiểm định…) và xử lý rác thải",Dịch vụ hành chính và hỗ trợ,Dịch vụ đặt phòng và tour du lịch,UPCoM,10/1/2018,"1,300,000"
TSG,CTCP Thông tin Tín hiệu Đường sắt Sài Gòn,Vận tải và kho bãi,Hỗ trợ vận tải,Các hoạt động hỗ trợ vận tải khác,UPCoM,18/04/2017,"3,074,100"
TSJ,CTCP Du lịch Dịch vụ Hà Nội,Vận tải và kho bãi,Vận chuyển du lịch,Vận chuyển du lịch khác,UPCoM,1/8/2017,"74,800,000"
TTD,CTCP Bệnh viện tim Tâm Đức,Chăm sóc sức khỏe và hoạt động trợ giúp xã hội,Dịch vụ chăm sóc sức khỏe ngoại trú,Các dịch vụ chăm sóc sức khỏe khác,UPCoM,6/2/2017,"15,552,000"
TTG,CTCP May Thanh Trì,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất phụ kiện và các sản phẩm may mặc khác,UPCoM,2/2/2010,"2,000,000"
TTN,CTCP Công nghệ và Truyền thông Việt Nam,Công nghệ và thông tin,Viễn thông,Các loại hình viễn thông khác,UPCoM,19/04/2017,"24,485,000"
TTP,CTCP Bao bì nhựa Tân Tiến,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm nhựa,UPCoM,15/03/2017,"14,999,998"
TTS,CTCP Cán Thép Thái Trung,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,"Sản xuất sắt, thép và hợp kim fero",UPCoM,17/05/2017,"50,800,000"
TUG,CTCP Lai Dắt và Vận tải Cảng Hải Phòng,Vận tải và kho bãi,Hỗ trợ vận tải,Các hoạt động hỗ trợ vận tải khác,UPCoM,21/02/2017,"2,700,000"
TV1,CTCP Tư vấn Xây dựng Điện 1,"Dịch vụ chuyên môn, khoa học và công nghệ","Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",Dịch vụ tư vấn xây dựng,UPCoM,22/06/2018,"26,691,319"
TV6,CTCP Thương mại Đầu tư xây lắp điện Thịnh Vượng,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,Xây dựng hệ thống tiện ích,UPCoM,21/05/2021,"3,000,000"
TVA,CTCP Sứ Viglacera Thanh Trì,Bán buôn,Bán buôn hàng lâu bền,"Bán buôn máy móc, thiết bị và vật tư",UPCoM,11/4/2017,"6,300,000"
TVG,CTCP Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,"Dịch vụ chuyên môn, khoa học và công nghệ","Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",Dịch vụ tư vấn xây dựng,UPCoM,25/01/2010,"2,029,589"
TVH,CTCP Tư vấn Xây dựng công trình Hàng hải,"Dịch vụ chuyên môn, khoa học và công nghệ","Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",Dịch vụ tư vấn xây dựng,UPCoM,17/01/2019,"4,004,000"
TVM,CTCP Tư vấn Đầu tư mỏ và Công Nghiệp - Vinacomin,"Dịch vụ chuyên môn, khoa học và công nghệ","Dịch vụ tư vấn quản lý, khoa học và kỹ thuật","Dịch vụ tư vấn quản lý, khoa học và kỹ thuật khác",UPCoM,15/12/2015,"2,400,000"
TVN,Tổng Công ty Thép Việt Nam - CTCP,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,"Sản xuất sắt, thép và hợp kim fero",UPCoM,18/01/2016,"678,000,000"
TVP,CTCP Dược phẩm TV.Pharm,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất thuốc và dược phẩm,UPCoM,17/08/2017,"11,087,936"
TVW,CTCP Cấp thoát nước Trà Vinh,Tiện ích,"Nước, chất thải và các hệ thống khác",Hệ thống thủy lợi và cung cấp nước,UPCoM,11/12/2017,"14,597,860"
TW3,CTCP Dược Trung ương 3,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất thuốc và dược phẩm,UPCoM,18/10/2016,"1,750,000"
UCT,CTCP Đô thị Cần Thơ,Tiện ích,"Nước, chất thải và các hệ thống khác",Công trình xử lý nước thải,UPCoM,15/11/2016,"5,344,345"
UDJ,CTCP Phát triển Đô thị,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc","Xây dựng nhà ở, khu dân cư, cao ốc",UPCoM,22/12/2009,"16,500,000"
UDL,CTCP Đô thị và Môi trường Đắk Lắk,"Dịch vụ hỗ trợ (hành chính, du lịch, an ninh, kiểm định…) và xử lý rác thải",Dịch vụ hành chính và hỗ trợ,Các dịch vụ hỗ trợ khác,UPCoM,9/1/2020,"6,620,000"
UEM,CTCP Cơ điện Uông Bí - Vinacomin,Sản xuất,"Sản xuất trang thiết bị, dụng cụ điện",Sản xuất các thiết bị điện và dụng cụ khác,UPCoM,24/09/2015,"2,438,100"
